,open,high,low,close,volume,datetime,close_dji,id,prct_close
0,,,,,,2020-01-02,28868.80078,0,
1,-0.006972791547162238,-0.0030428475221432327,-0.0038242572419027177,-0.007855191831920405,-0.09864238143218751,2020-01-03,28634.88086,1,-0.7855191831920405
2,-0.0036684618648197276,0.0007335722728949445,-0.0036684618648197276,0.00562038524888453,0.08597024226844274,2020-01-06,28703.38086,2,0.562038524888453
3,0.014886750153742856,0.002151526403211257,0.011075060099513756,-0.0003185426492073873,-0.15611594909831716,2020-01-07,28583.679689999997,3,-0.03185426492073873
4,-0.0009485206345057895,0.00846464530897606,0.0018612095451218114,0.006689046076108429,0.04727883205474215,2020-01-08,28745.089839999997,4,0.6689046076108429
5,0.01480357431581436,0.005132633480870785,0.010941159473709883,0.008126575501453459,0.028655609170119556,2020-01-09,28956.90039,5,0.8126575501453459
6,0.003334032968712597,0.002088769967528714,0.0006726166948736179,-0.002669585233719518,-0.06143133309661897,2020-01-10,28823.76953,6,-0.2669585233719518
7,-0.002082808807958303,0.0042543777231813795,0.003098795755019035,0.010357423075948669,0.06359001088697314,2020-01-13,28907.05078,7,1.0357423075948669
8,0.006174555083845901,0.0025704755095741216,0.0036365107552545073,-0.00243689684475068,0.004703055405154366,2020-01-14,28939.66992,8,-0.243689684475068
9,-0.0018176343696723052,5.272237012254877e-05,0.0005039207633779075,0.0007966551767439878,-0.04190121038325523,2020-01-15,29030.2207,9,0.07966551767439878
10,0.006450397620382464,0.00635560297217963,0.007602599750508698,0.010631047325627918,-0.055118756800032864,2020-01-16,29297.64062,10,1.0631047325627918
11,0.008473757662869064,0.003800048547540902,0.004890623963470508,0.00339960547817042,0.0961458242808726,2020-01-17,29348.09961,11,0.339960547817042
12,-0.003332471953309324,0.00043643141784266426,0.00036275800577789674,-0.0019310869139257392,0.06416614142951715,2020-01-21,29196.039060000003,12,-0.19310869139257392
13,0.005612610338358026,0.004438372394268475,0.0026662188473782766,0.0013830139117851914,-0.08759415020822936,2020-01-22,29186.26953,13,0.13830139117851914
14,-0.003812630719307597,-0.0031877227919145934,-0.004373272746595824,0.00199396840898336,0.004352103993239043,2020-01-23,29160.089839999997,14,0.19939684089833598
15,0.007303505753205153,0.004488106226074429,-0.0065243799671662606,-0.009313532772485589,0.06164915347249034,2020-01-24,28989.73047,15,-0.9313532772485589
16,-0.037448881773532006,-0.0281417202184151,-0.019970433237814333,-0.018851560238773102,-0.010866443824161132,2020-01-27,28535.80078,16,-1.8851560238773102
17,0.012027586646639277,0.011259101921863301,0.01037517876076599,0.014264766829645836,-0.1647098899482451,2020-01-28,28722.84961,17,1.4264766829645836
